,pupil_dilation,baseline,rating
0,"[3.31005859375, 3.317596435546875, 3.322189331054688, 3.3226318359375, 3.3226318359375, 3.323043823242188, 3.323043823242188, 3.322219848632812, 3.322219848632812, 3.325912475585938, 3.325912475585938, 3.323822021484375, 3.318603515625, 3.318450927734375, 3.320205688476562, 3.3116455078125, 3.310470581054688, 3.3104248046875, 3.3116455078125, 3.316329956054688, 3.32476806640625, 3.329879760742188, 3.325485229492188, 3.318801879882812, 3.317718505859375, 3.318939208984375, 3.329696655273438, 3.3338623046875, 3.340164184570312, 3.347900390625, 3.3546142578125, 3.364547729492188, 3.376296997070312, 3.381790161132812, 3.388656616210938, 3.387847900390625, 3.38629150390625, 3.396102905273438, 3.410385131835938, 3.4095458984375, 3.405853271484375, 3.422637939453125, 3.438064575195312, 3.439376831054688, 3.44134521484375, 3.447006225585938, 3.454971313476562, 3.455093383789062, 3.45062255859375, 3.445571899414062, 3.442657470703125, 3.44305419921875, 3.434616088867188, 3.422958374023438, 3.417068481445312, 3.408920288085938, 3.39715576171875, 3.394729614257812, 3.387222290039062, 3.382431030273438, 3.388153076171875, 3.38494873046875, 3.376022338867188, 3.383331298828125, 3.39544677734375, 3.390228271484375, 3.375244140625, 3.063079833984375, 2.465377807617188, 0, 0, 0, 1.790725708007812, 1.790725708007812, 0, 3.2445068359375, 3.351181030273438, 3.383148193359375, 3.373519897460938, 3.381561279296875, 3.387985229492188, 3.394607543945312, 3.413116455078125, 3.421371459960938, 3.420730590820312, 3.428909301757812, 3.455108642578125, 3.4578857421875, 3.457656860351562, 3.469345092773438, 3.4840087890625, 3.490036010742188, 3.506637573242188, 3.507720947265625, 3.511688232421875, 3.516464233398438, 3.514785766601562, 3.520614624023438, 3.524093627929688, 3.519332885742188, 3.51416015625, 3.512359619140625, 3.52191162109375, 3.514541625976562, 3.488128662109375, 3.48553466796875, 3.484115600585938, 3.47607421875, 3.459732055664062, 3.461318969726562, 3.449127197265625, 3.437744140625, 3.425140380859375, 3.414749145507812, 3.412765502929688, 3.406539916992188, 3.396392822265625, 3.394149780273438, 3.383377075195312, 3.3731689453125, 3.374191284179688, 3.36199951171875, 3.346664428710938, 3.341415405273438, 3.334869384765625, 3.3262939453125, 3.332839965820312, 3.335433959960938, 3.32684326171875, 3.33062744140625, 3.3402099609375, 3.340911865234375, 3.351913452148438, 3.368240356445312, 3.368927001953125, 3.3782958984375, 3.397705078125, 3.41485595703125, 3.425537109375, 3.4344482421875, 3.442794799804688, 3.4544677734375, 3.465988159179688, 3.4766845703125, 3.490219116210938, 3.4993896484375, 3.505340576171875, 3.507064819335938, 3.5162353515625, 3.522811889648438, 3.526199340820312, 3.528472900390625, 3.531112670898438, 3.532638549804688, 3.5240478515625, 3.50933837890625, 3.513427734375, 3.517593383789062, 3.520050048828125, 3.526031494140625, 3.532028198242188, 3.536849975585938, 3.530960083007812, 3.533004760742188, 3.543212890625, 3.546920776367188, 3.545806884765625, 3.552734375, 3.557220458984375, 3.556045532226562, 3.559326171875, 3.558624267578125, 3.5592041015625, 3.564788818359375, 3.568679809570312, 3.566207885742188, 3.580413818359375, 3.577072143554688, 3.566146850585938, 3.569869995117188, 3.59375, 3.599761962890625, 3.598953247070312, 3.598602294921875, 3.59234619140625, 3.597198486328125, 3.592086791992188, 3.594741821289062, 3.592727661132812, 3.58782958984375, 3.58837890625, 3.5975341796875, 3.597366333007812, 3.602554321289062, 3.60638427734375, 3.608810424804688, 3.61602783203125, 3.617752075195312, 3.6201171875, 3.622756958007812, 3.625534057617188, 3.62933349609375, 3.630966186523438, 3.624801635742188, 3.617599487304688, 3.612045288085938, 3.609085083007812, 3.600326538085938, 3.591644287109375, 3.585861206054688, 3.578567504882812, 3.576919555664062, 3.567535400390625, 3.56298828125, 3.568954467773438, 3.569259643554688, 3.568939208984375, 3.5697021484375, 3.5655517578125, 3.556915283203125, 3.561080932617188, 3.571762084960938, 3.577224731445312, 3.56793212890625, 3.572738647460938, 3.576690673828125, 3.574752807617188, 3.583282470703125, 3.576126098632812, 3.57244873046875, 3.597763061523438, 3.603225708007812, 3.5721435546875, 3.565750122070312, 3.568435668945312, 3.568328857421875, 3.579666137695312, 3.573654174804688, 3.5704345703125, 3.5718994140625, 3.551437377929688, 3.54473876953125, 3.5572509765625, 3.558914184570312, 3.539260864257812, 3.531524658203125, 3.535964965820312, 3.540115356445312, 3.536758422851562, 3.537933349609375, 3.54150390625, 3.5384521484375, 3.53533935546875, 3.537673950195312, 3.540298461914062, 3.54302978515625, 3.547073364257812, 3.549591064453125, 3.564254760742188, 3.564682006835938, 3.543792724609375, 3.533004760742188, 3.528717041015625, 3.530517578125, 3.52703857421875, 3.523513793945312, 3.521163940429688, 3.521453857421875, 3.514190673828125, 3.513168334960938, 3.51666259765625, 3.518203735351562, 3.517837524414062, 3.518890380859375, 3.526931762695312, 3.536788940429688, 3.544219970703125, 3.554168701171875, 3.554458618164062, 3.555160522460938, 3.553482055664062, 3.557998657226562, 3.558364868164062, 3.5560302734375, 3.557693481445312, 3.558013916015625, 3.561172485351562, 3.562942504882812, 3.557220458984375, 3.5552978515625, 3.559356689453125, 3.564788818359375, 3.565689086914062, 3.56927490234375, 3.573837280273438, 3.5709228515625, 3.577606201171875, 3.58111572265625, 3.575729370117188]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.485794067382812, 3.44146728515625, 3.45294189453125, 3.4415283203125, 3.424819946289062, 3.412322998046875, 3.394210815429688, 3.3837890625, 3.370010375976562, 3.358108520507812, 3.337661743164062, 3.330535888671875, 3.329483032226562, 3.325775146484375, 3.326126098632812, 3.32110595703125, 3.31854248046875, 3.32470703125, 3.320724487304688, 3.323043823242188, 3.323562622070312, 3.324081420898438, 3.329238891601562, 3.332565307617188, 3.286026000976562, 3.28955078125, 3.345291137695312, 3.346405029296875, 3.348876953125, 3.347702026367188, 3.336502075195312, 3.331329345703125, 3.3304443359375, 3.33587646484375, 3.338729858398438, 3.336517333984375, 3.327316284179688, 3.320938110351562, 3.319747924804688, 3.317703247070312, 3.3134765625, 3.309860229492188, 3.306625366210938, 3.293136596679688, 3.27996826171875, 3.27667236328125, 3.270065307617188, 3.266464233398438, 3.271209716796875, 3.268386840820312, 3.272705078125, 3.261520385742188, 3.251190185546875, 3.248703002929688, 3.2518310546875, 3.26171875, 3.267730712890625, 3.269485473632812, 3.280914306640625, 3.277786254882812, 3.275131225585938, 3.282440185546875, 3.286117553710938, 3.284103393554688, 3.288040161132812, 3.296524047851562, 3.290206909179688, 3.285400390625, 3.290863037109375, 3.29754638671875, 3.305816650390625]",4.0
1,"[3.301620483398438, 3.317520141601562, 3.317520141601562, 3.3419189453125, 3.342239379882812, 3.345016479492188, 3.342987060546875, 3.332626342773438, 3.329055786132812, 3.327926635742188, 3.322341918945312, 3.312911987304688, 3.304672241210938, 3.298110961914062, 3.284408569335938, 3.277236938476562, 3.275558471679688, 3.2581787109375, 3.243606567382812, 3.237838745117188, 3.227508544921875, 3.218948364257812, 3.210464477539062, 3.207427978515625, 3.211410522460938, 3.215225219726562, 3.21710205078125, 3.2174072265625, 3.225418090820312, 3.233688354492188, 3.247940063476562, 3.259170532226562, 3.265151977539062, 3.282135009765625, 3.335189819335938, 3.331832885742188, 3.304290771484375, 3.307052612304688, 3.329742431640625, 3.339462280273438, 3.3363037109375, 3.342742919921875, 3.36407470703125, 3.367477416992188, 3.366424560546875, 3.372604370117188, 3.382949829101562, 3.387619018554688, 3.381240844726562, 3.379837036132812, 3.380462646484375, 3.37554931640625, 3.366561889648438, 3.364608764648438, 3.367340087890625, 3.373764038085938, 3.38629150390625, 3.385650634765625, 3.375, 3.379837036132812, 3.37835693359375, 3.3775634765625, 3.38250732421875, 3.3775634765625, 3.37469482421875, 3.379165649414062, 3.376190185546875, 3.379180908203125, 3.375442504882812, 3.375381469726562, 3.398345947265625, 3.384048461914062, 3.362396240234375, 3.355728149414062, 3.325271606445312, 3.318984985351562, 3.330673217773438, 3.3232421875, 3.29522705078125, 3.291900634765625, 3.27008056640625, 3.27008056640625, 3.260726928710938, 3.265029907226562, 3.26751708984375, 3.26153564453125, 3.250335693359375, 3.250335693359375, 3.25909423828125, 3.25909423828125, 3.26507568359375, 3.26507568359375, 3.266403198242188, 3.266403198242188, 3.28155517578125, 3.28155517578125, 3.302505493164062, 3.302505493164062, 3.319610595703125, 3.319610595703125, 3.34002685546875, 3.344284057617188, 3.350250244140625, 3.350250244140625, 3.366165161132812, 3.366165161132812, 3.383834838867188, 3.397964477539062, 3.398895263671875, 3.402984619140625, 3.416671752929688, 3.420806884765625, 3.43328857421875, 3.441070556640625, 3.4268798828125, 3.431793212890625, 3.443359375, 3.443222045898438, 3.437088012695312, 3.430999755859375, 3.426589965820312, 3.42340087890625, 3.414230346679688, 3.402191162109375, 3.398178100585938, 3.4039306640625, 3.397186279296875, 3.390838623046875, 3.397125244140625, 3.39111328125, 3.381744384765625, 3.38641357421875, 3.385040283203125, 3.38861083984375, 3.407333374023438, 3.419769287109375, 3.422378540039062, 3.4166259765625, 3.418167114257812, 3.430572509765625, 3.436553955078125, 3.431320190429688, 3.425704956054688, 3.431991577148438, 3.438980102539062, 3.432327270507812, 3.42535400390625, 3.412612915039062, 3.416717529296875, 3.439956665039062, 3.455902099609375, 3.450851440429688, 3.446701049804688, 3.445419311523438, 3.445648193359375, 3.448745727539062, 3.453857421875, 3.467178344726562, 3.473739624023438, 3.465438842773438, 3.461776733398438, 3.458694458007812, 3.457366943359375, 3.461761474609375, 3.469223022460938, 3.480178833007812, 3.48333740234375, 3.516098022460938, 3.51434326171875, 3.482452392578125, 3.492813110351562, 3.526535034179688, 3.526077270507812, 3.500320434570312, 3.503860473632812, 3.508834838867188, 3.503524780273438, 3.49371337890625, 3.487045288085938, 3.473953247070312, 3.469619750976562, 3.46844482421875, 3.461029052734375, 3.459808349609375, 3.462738037109375, 3.454559326171875, 3.453521728515625, 3.459228515625, 3.456817626953125, 3.461532592773438, 3.46142578125, 3.452789306640625, 3.445343017578125, 3.443603515625, 3.44573974609375, 3.441635131835938, 3.43914794921875, 3.436233520507812, 3.441192626953125, 3.440826416015625, 3.4366455078125, 3.42755126953125, 3.42803955078125, 3.43524169921875, 3.437393188476562, 3.442459106445312, 3.451568603515625, 3.456100463867188, 3.460586547851562, 3.465469360351562, 3.4744873046875, 3.48370361328125, 3.489730834960938, 3.49462890625, 3.497039794921875, 3.491378784179688, 3.483810424804688, 3.514968872070312, 3.501937866210938, 3.48297119140625, 3.490371704101562, 3.492584228515625, 3.491836547851562, 3.502883911132812, 3.507171630859375, 3.501937866210938, 3.501312255859375, 3.506378173828125, 3.511062622070312, 3.507598876953125, 3.500991821289062, 3.507522583007812, 3.51544189453125, 3.5140380859375, 3.521942138671875, 3.530303955078125, 3.532821655273438, 3.534286499023438, 3.537750244140625, 3.545318603515625, 3.551254272460938, 3.558273315429688, 3.557907104492188, 3.552444458007812, 3.552841186523438, 3.554458618164062, 3.54913330078125, 3.547332763671875, 3.540130615234375, 3.524505615234375, 3.514755249023438, 3.527297973632812, 3.528060913085938, 3.498703002929688, 3.48876953125, 3.471084594726562, 3.46038818359375, 3.45233154296875, 3.4456787109375, 3.4547119140625, 3.448410034179688, 3.4534912109375, 3.436813354492188, 3.403976440429688, 3.400863647460938, 3.38775634765625, 3.383224487304688, 3.384078979492188, 3.377273559570312, 3.375732421875, 3.378036499023438, 3.360504150390625, 3.3590087890625, 3.395858764648438, 3.400588989257812, 3.388214111328125, 3.387054443359375, 3.374176025390625, 3.379196166992188, 3.413604736328125, 3.416641235351562, 3.396575927734375, 3.405624389648438, 3.399734497070312, 3.4014892578125, 3.410232543945312, 3.414794921875, 3.414337158203125, 3.418182373046875, 3.427825927734375, 3.433486938476562, 3.435836791992188, 3.42974853515625, 3.42626953125, 3.429351806640625, 3.431396484375, 3.43475341796875, 3.43499755859375, 3.433609008789062]","[3.439163208007812, 3.438873291015625, 3.441848754882812, 3.445449829101562, 3.447525024414062, 3.449172973632812, 3.444183349609375, 3.448562622070312, 3.46002197265625, 3.4498291015625, 3.44415283203125, 3.447357177734375, 3.451904296875, 3.471527099609375, 3.475372314453125, 3.453582763671875, 3.4520263671875, 3.457794189453125, 3.453582763671875, 3.440933227539062, 3.436843872070312, 3.449539184570312, 3.44720458984375, 3.439056396484375, 3.4451904296875, 3.419723510742188, 3.405441284179688, 3.407379150390625, 3.396530151367188, 3.3970947265625, 3.40484619140625, 3.398468017578125, 3.387252807617188, 3.384445190429688, 3.387969970703125, 3.38909912109375, 3.382659912109375, 3.374313354492188, 3.365692138671875, 3.358810424804688, 3.353073120117188, 3.346527099609375, 3.34527587890625, 3.343780517578125, 3.341278076171875, 3.332199096679688, 3.337860107421875, 3.350341796875, 3.346145629882812, 3.34320068359375, 3.3487548828125, 3.3465576171875, 3.3385009765625, 3.344039916992188, 3.346588134765625, 3.337677001953125, 3.334442138671875, 3.3392333984375, 3.337997436523438, 3.326522827148438, 3.329544067382812, 3.335861206054688, 3.330276489257812, 3.327896118164062, 3.327438354492188, 3.329437255859375, 3.32861328125, 3.3306884765625, 3.33209228515625, 3.27008056640625, 0, 0, 0, 0, 0, 0, 3.0728759765625, 3.205215454101562, 3.250411987304688, 3.283233642578125, 3.296875, 3.284942626953125, 3.28125, 3.282516479492188, 3.282501220703125, 3.284698486328125, 3.285797119140625, 3.289962768554688, 3.296478271484375]",3.0
2,"[3.434951782226562, 3.424545288085938, 3.415924072265625, 3.408554077148438, 3.405776977539062, 3.397979736328125, 3.377044677734375, 3.371124267578125, 3.370635986328125, 3.365402221679688, 3.357131958007812, 3.3604736328125, 3.366775512695312, 3.368667602539062, 3.372802734375, 3.367599487304688, 3.35919189453125, 3.3621826171875, 3.369277954101562, 3.366256713867188, 3.386337280273438, 3.38189697265625, 3.344436645507812, 3.339111328125, 3.341537475585938, 3.341644287109375, 3.350357055664062, 3.3587646484375, 3.355422973632812, 3.35638427734375, 3.390716552734375, 3.400405883789062, 3.392684936523438, 3.400146484375, 3.408447265625, 3.416549682617188, 3.430038452148438, 3.4368896484375, 3.462814331054688, 3.472854614257812, 3.488677978515625, 3.504257202148438, 3.514572143554688, 3.520660400390625, 3.506683349609375, 3.507110595703125, 3.52508544921875, 3.529098510742188, 3.51397705078125, 3.515350341796875, 3.516769409179688, 3.51837158203125, 3.544464111328125, 3.5421142578125, 3.509796142578125, 3.486099243164062, 3.47528076171875, 3.474395751953125, 3.4600830078125, 3.446914672851562, 3.442764282226562, 3.4344482421875, 3.430770874023438, 3.435302734375, 3.437057495117188, 3.438217163085938, 3.442428588867188, 3.439315795898438, 3.430526733398438, 3.436553955078125, 3.444564819335938, 3.444900512695312, 3.445266723632812, 3.451873779296875, 3.45782470703125, 3.4659423828125, 3.499664306640625, 3.503448486328125, 3.483444213867188, 3.488693237304688, 3.523605346679688, 3.525955200195312, 3.510986328125, 3.510818481445312, 3.507949829101562, 3.504287719726562, 3.52020263671875, 3.512603759765625, 3.47772216796875, 3.470245361328125, 3.446044921875, 3.441375732421875, 3.435714721679688, 3.4342041015625, 3.448272705078125, 3.4427490234375, 3.449539184570312, 3.441329956054688, 3.408035278320312, 3.40185546875, 3.395614624023438, 3.390670776367188, 3.381454467773438, 3.379562377929688, 3.408279418945312, 3.412612915039062, 3.404510498046875, 3.406280517578125, 3.398895263671875, 3.399810791015625, 3.396087646484375, 3.398086547851562, 3.394317626953125, 3.392730712890625, 3.400955200195312, 3.405044555664062, 3.410125732421875, 3.417007446289062, 3.413467407226562, 3.414840698242188, 3.423309326171875, 3.428787231445312, 3.436508178710938, 3.440948486328125, 3.44879150390625, 3.460464477539062, 3.457778930664062, 3.466079711914062, 3.464248657226562, 3.4532470703125, 3.467208862304688, 3.474884033203125, 3.473480224609375, 3.475311279296875, 3.477859497070312, 3.479278564453125, 3.483016967773438, 3.480056762695312, 3.474838256835938, 3.471755981445312, 3.471755981445312, 3.470794677734375, 3.465179443359375, 3.469009399414062, 3.475265502929688, 3.472015380859375, 3.472183227539062, 3.478607177734375, 3.483795166015625, 3.483978271484375, 3.490188598632812, 3.502685546875, 3.511581420898438, 3.516921997070312, 3.521636962890625, 3.5272216796875, 3.530380249023438, 3.542144775390625, 3.555023193359375, 3.554962158203125, 3.551864624023438, 3.556396484375, 3.571136474609375, 3.57318115234375, 3.563629150390625, 3.567962646484375, 3.568634033203125, 3.570098876953125, 3.58428955078125, 3.592666625976562, 3.609176635742188, 3.607131958007812, 3.614166259765625, 3.617355346679688, 3.615753173828125, 3.616180419921875, 3.601959228515625, 3.60308837890625, 3.613250732421875, 3.611953735351562, 3.616104125976562, 3.610946655273438, 3.59271240234375, 3.594070434570312, 3.59100341796875, 3.5870361328125, 3.581619262695312, 3.5828857421875, 3.5882568359375, 3.587478637695312, 3.595062255859375, 3.592437744140625, 3.5850830078125, 3.592071533203125, 3.587112426757812, 3.581268310546875, 3.581146240234375, 3.576004028320312, 3.572052001953125, 3.563720703125, 3.55950927734375, 3.546096801757812, 3.549468994140625, 3.546249389648438, 3.547119140625, 3.542892456054688, 3.533584594726562, 3.529022216796875, 3.51690673828125, 3.518951416015625, 3.50640869140625, 3.493255615234375, 3.510650634765625, 3.501968383789062, 3.488754272460938, 3.47698974609375, 3.434967041015625, 3.424240112304688, 3.421234130859375, 3.420761108398438, 3.421478271484375, 3.418182373046875, 3.408340454101562, 3.400115966796875, 3.395538330078125, 3.398406982421875, 3.402740478515625, 3.401046752929688, 3.415191650390625, 3.410842895507812, 3.386550903320312, 3.386199951171875, 3.380813598632812, 3.3720703125, 3.365066528320312, 3.362091064453125, 3.363082885742188, 3.360763549804688, 3.350021362304688, 3.351058959960938, 3.361984252929688, 3.370376586914062, 3.375701904296875, 3.378814697265625, 3.392059326171875, 3.400360107421875, 3.4053955078125, 3.419158935546875, 3.424575805664062, 3.428817749023438, 3.440689086914062, 3.449691772460938, 3.4532470703125, 3.46575927734375, 3.466171264648438, 3.471725463867188, 3.479660034179688, 3.489669799804688, 3.500396728515625, 3.503662109375, 3.51177978515625, 3.518035888671875, 3.5252685546875, 3.526565551757812, 3.522491455078125, 3.515151977539062, 3.501937866210938, 3.496551513671875, 3.496383666992188, 3.489791870117188, 3.478836059570312, 3.471221923828125, 3.472686767578125, 3.466293334960938, 3.456771850585938, 3.452407836914062, 3.457443237304688, 3.458999633789062, 3.45782470703125, 3.4661865234375, 3.477691650390625, 3.479583740234375, 3.478271484375, 3.478927612304688, 3.476837158203125, 3.4796142578125, 3.483184814453125, 3.47869873046875, 3.475357055664062, 3.47705078125, 3.483551025390625, 3.483871459960938, 3.489410400390625, 3.49346923828125, 3.49566650390625, 3.499954223632812, 3.489990234375, 3.483108520507812, 3.503646850585938, 3.509979248046875]","[3.42718505859375, 3.42718505859375, 3.434799194335938, 3.441726684570312, 3.441726684570312, 3.456329345703125, 3.456329345703125, 3.47900390625, 3.47900390625, 3.521331787109375, 3.521331787109375, 3.53057861328125, 3.53057861328125, 3.524765014648438, 3.524765014648438, 3.540908813476562, 3.540908813476562, 3.529449462890625, 3.536483764648438, 3.535919189453125, 3.523605346679688, 3.524169921875, 3.524169921875, 3.526031494140625, 3.520431518554688, 3.517913818359375, 3.516403198242188, 3.5169677734375, 3.512786865234375, 3.511459350585938, 3.511459350585938, 3.510482788085938, 3.51446533203125, 3.520126342773438, 3.517074584960938, 3.511520385742188, 3.50738525390625, 3.49700927734375, 3.48699951171875, 3.490966796875, 3.492874145507812, 3.487091064453125, 3.479202270507812, 3.469207763671875, 3.472564697265625, 3.47576904296875, 3.4654541015625, 3.46221923828125, 3.409637451171875, 0, 0, 0, 0, 0, 0, 0, 0, 3.307510375976562, 3.4217529296875, 3.465789794921875, 3.450119018554688, 3.44610595703125, 3.44818115234375, 3.4508056640625, 3.450088500976562, 3.45770263671875, 3.47088623046875, 3.47662353515625, 3.483734130859375, 3.488662719726562, 3.494827270507812, 3.506484985351562, 3.508682250976562, 3.51837158203125, 3.530914306640625, 3.533462524414062, 3.5350341796875, 3.535308837890625, 3.540451049804688, 3.54205322265625, 3.555816650390625, 3.542282104492188, 3.5115966796875, 3.49639892578125, 3.476516723632812, 3.466033935546875, 3.454437255859375, 3.4468994140625]",3.0
3,"[3.276077270507812, 3.270965576171875, 3.261444091796875, 3.250869750976562, 3.247787475585938, 3.244613647460938, 3.23724365234375, 3.239044189453125, 3.236434936523438, 3.230850219726562, 3.221145629882812, 3.220016479492188, 3.220870971679688, 3.221893310546875, 3.223098754882812, 3.208297729492188, 3.206634521484375, 3.200180053710938, 3.200576782226562, 3.20428466796875, 3.19927978515625, 3.201431274414062, 3.206436157226562, 3.2110595703125, 3.203750610351562, 3.19866943359375, 3.208343505859375, 3.206405639648438, 3.208602905273438, 3.215469360351562, 3.248443603515625, 3.25079345703125, 3.237197875976562, 3.239639282226562, 3.25531005859375, 3.272964477539062, 3.269439697265625, 3.272308349609375, 3.271759033203125, 3.27838134765625, 3.290374755859375, 3.2991943359375, 3.303665161132812, 3.304229736328125, 3.315032958984375, 3.314102172851562, 3.31536865234375, 3.32568359375, 3.351959228515625, 3.359344482421875, 3.339950561523438, 3.340103149414062, 3.35284423828125, 3.352371215820312, 3.346054077148438, 3.356658935546875, 3.380950927734375, 3.378280639648438, 3.368942260742188, 3.37359619140625, 3.393508911132812, 3.392791748046875, 3.385101318359375, 3.3857421875, 3.382843017578125, 3.380462646484375, 3.363357543945312, 3.362228393554688, 3.357513427734375, 3.35125732421875, 3.350204467773438, 3.360580444335938, 3.352981567382812, 3.342636108398438, 3.348098754882812, 3.35137939453125, 3.3570556640625, 3.354583740234375, 3.35015869140625, 3.354171752929688, 3.361846923828125, 3.36846923828125, 3.367355346679688, 3.363479614257812, 3.361587524414062, 3.362823486328125, 3.367385864257812, 3.365585327148438, 3.362167358398438, 3.363525390625, 3.361587524414062, 3.364547729492188, 3.376571655273438, 3.37408447265625, 3.371917724609375, 3.37445068359375, 3.37615966796875, 3.3870849609375, 3.3929443359375, 3.390762329101562, 3.398666381835938, 3.411422729492188, 3.419937133789062, 3.42303466796875, 3.423202514648438, 3.429168701171875, 3.432052612304688, 3.432388305664062, 3.42864990234375, 3.419143676757812, 3.410171508789062, 3.413848876953125, 3.400665283203125, 3.381744384765625, 3.378875732421875, 3.379119873046875, 3.3837890625, 3.383331298828125, 3.380722045898438, 3.382171630859375, 3.39300537109375, 3.397842407226562, 3.392822265625, 3.391204833984375, 3.398956298828125, 3.4053955078125, 3.407180786132812, 3.409530639648438, 3.4093017578125, 3.410202026367188, 3.419296264648438, 3.426055908203125, 3.419509887695312, 3.419052124023438, 3.42742919921875, 3.437774658203125, 3.456146240234375, 3.456741333007812, 3.451400756835938, 3.4493408203125, 3.4722900390625, 3.470504760742188, 3.450027465820312, 3.455917358398438, 3.4498291015625, 3.444580078125, 3.459365844726562, 3.45745849609375, 3.443740844726562, 3.442306518554688, 3.442901611328125, 3.44451904296875, 3.45550537109375, 3.455474853515625, 3.45587158203125, 3.464797973632812, 3.461929321289062, 3.467269897460938, 3.475265502929688, 3.474441528320312, 3.48162841796875, 3.491729736328125, 3.491989135742188, 3.4876708984375, 3.4844970703125, 3.483245849609375, 3.478363037109375, 3.476547241210938, 3.47857666015625, 3.47149658203125, 3.459442138671875, 3.451751708984375, 3.444259643554688, 3.439910888671875, 3.4359130859375, 3.423995971679688, 3.414443969726562, 3.410934448242188, 3.409515380859375, 3.403640747070312, 3.38714599609375, 3.379592895507812, 3.37890625, 3.37359619140625, 3.364532470703125, 3.360641479492188, 3.360198974609375, 3.349929809570312, 3.32562255859375, 3.317855834960938, 3.341522216796875, 3.338912963867188, 3.310638427734375, 3.300643920898438, 3.302413940429688, 3.304550170898438, 3.290939331054688, 3.285629272460938, 3.290237426757812, 3.28802490234375, 3.271408081054688, 3.266326904296875, 3.27618408203125, 3.27886962890625, 3.27020263671875, 3.268753051757812, 3.284149169921875, 3.290603637695312, 3.278961181640625, 3.281768798828125, 3.2847900390625, 3.283645629882812, 3.281906127929688, 3.27862548828125, 3.269790649414062, 3.268264770507812, 3.270599365234375, 3.2716064453125, 3.274261474609375, 3.271102905273438, 3.280075073242188, 3.284698486328125, 3.281082153320312, 3.282623291015625, 3.286087036132812, 3.2904052734375, 3.296981811523438, 3.301254272460938, 3.295501708984375, 3.291854858398438, 3.288482666015625, 3.288253784179688, 3.290084838867188, 3.284500122070312, 3.29119873046875, 3.295394897460938, 3.29449462890625, 3.301025390625, 3.30999755859375, 3.320175170898438, 3.324981689453125, 3.333419799804688, 3.337814331054688, 3.34393310546875, 3.350479125976562, 3.3509521484375, 3.351211547851562, 3.354843139648438, 3.360397338867188, 3.361892700195312, 3.365127563476562, 3.37445068359375, 3.3792724609375, 3.38800048828125, 3.404129028320312, 3.4150390625, 3.4136962890625, 3.422164916992188, 3.440505981445312, 3.447952270507812, 3.450927734375, 3.454971313476562, 3.465957641601562, 3.469528198242188, 3.467300415039062, 3.469757080078125, 3.464035034179688, 3.46502685546875, 3.465133666992188, 3.465423583984375, 3.46734619140625, 3.4683837890625, 3.46929931640625, 3.471405029296875, 3.474395751953125, 3.472763061523438, 3.470046997070312, 3.469085693359375, 3.459075927734375, 3.444595336914062, 3.430328369140625, 3.4071044921875, 3.40020751953125, 3.384765625, 3.37457275390625, 3.368362426757812, 3.357498168945312, 3.350601196289062, 3.354248046875, 3.352615356445312, 3.347915649414062, 3.350799560546875, 3.359146118164062, 3.367813110351562, 3.3602294921875, 3.35687255859375, 3.3641357421875, 3.364105224609375, 3.380218505859375, 3.387374877929688]","[3.465362548828125, 3.461105346679688, 3.461105346679688, 3.451629638671875, 3.44805908203125, 3.449493408203125, 3.450515747070312, 3.4464111328125, 3.438568115234375, 3.434722900390625, 3.435684204101562, 3.439102172851562, 3.440475463867188, 3.438247680664062, 3.43548583984375, 3.440475463867188, 3.450302124023438, 3.447479248046875, 3.448837280273438, 3.453750610351562, 3.455886840820312, 3.455886840820312, 3.425125122070312, 3.425125122070312, 3.408096313476562, 3.408096313476562, 3.392166137695312, 3.392166137695312, 3.367843627929688, 3.367843627929688, 3.365829467773438, 3.361053466796875, 3.353683471679688, 3.34906005859375, 3.356979370117188, 3.357345581054688, 3.355865478515625, 3.355865478515625, 3.35498046875, 3.35498046875, 3.357162475585938, 3.364471435546875, 3.349319458007812, 3.344863891601562, 3.355850219726562, 3.340972900390625, 3.254730224609375, 3.068374633789062, 0, 0, 0, 0, 0, 0, 3.159210205078125, 3.281478881835938, 3.327316284179688, 3.320449829101562, 3.323135375976562, 3.323135375976562, 3.319122314453125, 3.320205688476562, 3.321182250976562, 3.329025268554688, 3.326004028320312, 3.32568359375, 3.329193115234375, 3.34002685546875, 3.34478759765625, 3.347412109375, 3.351593017578125, 3.359466552734375, 3.367263793945312, 3.369781494140625, 3.36981201171875, 3.365859985351562, 3.365386962890625, 3.358200073242188, 3.354568481445312, 3.354248046875, 3.345611572265625, 3.330703735351562, 3.322799682617188, 3.31915283203125, 3.319091796875, 3.303619384765625, 3.294952392578125, 3.2899169921875, 3.285781860351562]",2.0
